OTU,PROTAX
OTU328,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_8284,Fusarium_solani_190352"
OTU342,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae"
OTU315,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU312,"Fungi,Ascomycota,unk"
OTU320,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Stagonospora_10056,unk"
OTU361,"Fungi,Ascomycota,Pezizomycetes,unk"
OTU330,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU1269,"Fungi,Zygomycota,dummy_class_Mortierellales,Mortierellales,Mortierellaceae,Mortierella_20345,Mortierella_alpina_170280"
OTU295,"Fungi,Ascomycota,Pezizomycetes,Pezizales,dummy_family_Oedocephalum,Oedocephalum_9138,unk"
OTU318,"Fungi,Ascomycota"
OTU355,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,Aspergillus_terreus_191719"
OTU306,"Fungi,unk"
OTU101,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_8284,Fusarium_oxysporum_218372"
OTU2328,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus_18639,Thanatephorus_cucumeris_306777"
OTU332,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae"
OTU454,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU371,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU2327,"Fungi,Glomeromycota,Glomeromycetes"
OTU4088,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae"
OTU373,"Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium_16130,unk"
OTU164,"Fungi,unk"
OTU352,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae"
OTU341,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae"
OTU604,"Fungi,Basidiomycota,Wallemiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium_801333,unk"
OTU319,"Fungi,Ascomycota,unk"
OTU381,"Fungi,Ascomycota,Dothideomycetes"
OTU353,"Fungi,unk"
OTU507,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU280,"Fungi,unk"
OTU44,"Fungi,Zygomycota,dummy_class_Mucorales,Mucorales,Rhizopodaceae,Rhizopus_20487,Rhizopus_microsporus_177331"
OTU481,"Fungi,Ascomycota,Dothideomycetes"
OTU257,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae"
OTU467,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae"
OTU2456,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU347,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,Rhizophagus_irregularis_542923"
OTU326,"Fungi,unk"
OTU335,"Fungi,Ascomycota,Eurotiomycetes"
OTU468,"Fungi,unk"
OTU511,"Fungi,Ascomycota"
OTU338,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU525,"Fungi,unk"
OTU502,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU563,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU523,"Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unk"
OTU409,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU349,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk"
OTU385,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae"
OTU374,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia_815,unk"
OTU192,"Fungi,unk"
OTU362,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1205,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae"
OTU364,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus_18639,unk"
OTU419,"Fungi,Ascomycota,Dothideomycetes,Dothideales,dummy_family_Celosporium,Celosporium_518301,unk"
OTU340,"Fungi,Ascomycota,unk"
OTU416,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU368,"Fungi,Ascomycota,unk"
OTU336,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,unk"
OTU378,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae"
OTU2725,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora_4284,unk"
OTU469,"Fungi,Ascomycota"
OTU505,"Fungi,Ascomycota,Sordariomycetes,Xylariales"
OTU366,"Fungi,unk"
OTU250,"Fungi,Ascomycota,Dothideomycetes"
OTU131,"Fungi,Ascomycota,dummy_class_Acrophialophora,dummy_order_Acrophialophora,dummy_family_Acrophialophora,Acrophialophora_7037,Acrophialophora_fusispora_308237"
OTU392,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris_7375,unk"
OTU415,"Fungi,Basidiomycota,Agaricomycetes"
OTU435,"Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unk"
OTU360,"Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthiopsis_802972,Magnaporthiopsis_panicorum_807084"
OTU427,"Fungi,unk"
OTU774,"Fungi,Ascomycota,Dothideomycetes"
OTU411,"Fungi,unk"
OTU587,"Fungi,unk"
OTU375,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae"
OTU405,"Fungi,Ascomycota,unk"
OTU4501,"Fungi,unk"
OTU459,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,unk"
OTU885,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU424,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3894,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea_810760,Darksidea_alpha_810761"
OTU443,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU382,"Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae"
OTU2778,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU2181,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU413,"Fungi,Ascomycota,Dothideomycetes"
OTU564,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae"
OTU153,"Fungi,Ascomycota,Leotiomycetes,Helotiales"
OTU213,"Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora_7231,unk"
OTU307,"Fungi,Zygomycota"
OTU533,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU391,"Fungi,unk"
OTU2651,"Fungi,Glomeromycota,unk"
OTU202,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae"
OTU2356,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Stagonospora_10056,unk"
OTU83,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU337,"Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces_20543,Spizellomyces_pseudodichotomus_106488"
OTU855,"Fungi,unk"
OTU440,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU446,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae"
OTU606,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Sigarispora_551255,Sigarispora_arundinis_551533"
OTU3098,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU733,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU478,"Fungi,unk"
OTU451,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU884,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU442,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk"
OTU527,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU448,"Fungi,Ascomycota"
OTU288,"Fungi,Ascomycota,unk"
OTU482,"Fungi,Basidiomycota,Agaricomycetes,Agaricales"
OTU2969,"Fungi,unk"
OTU551,"Fungi,unk"
OTU452,"Fungi,Ascomycota,Dothideomycetes"
OTU331,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae"
OTU449,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU4724,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3789,"Fungi,unk"
OTU462,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU513,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Coniolariella_29050,Coniolariella_ershadii_516539"
OTU450,"Fungi,unk"
OTU514,"Fungi,Ascomycota"
OTU4127,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU4542,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU667,"Fungi,Glomeromycota,unk"
OTU426,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales"
OTU473,"Fungi,Ascomycota,Sordariomycetes,Xylariales"
OTU483,"Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys_7217,unk"
OTU586,"Fungi,Ascomycota,Sordariomycetes"
OTU605,"Fungi,Glomeromycota"
OTU496,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU393,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,unk"
OTU522,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU380,"Fungi,Ascomycota,Dothideomycetes"
OTU25,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae"
OTU1914,"Fungi,Ascomycota,Pezizomycetes,Pezizales"
OTU588,"Fungi,Glomeromycota,Glomeromycetes"
OTU476,"Fungi,unk"
OTU470,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae"
OTU3025,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae"
OTU518,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU458,"Fungi,Ascomycota"
OTU485,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU486,"Fungi,Ascomycota"
OTU387,"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,dummy_family_Cyberlindnera,Cyberlindnera_534376,Cyberlindnera_jadinii_534383"
OTU573,"Fungi,unk"
OTU497,"Fungi,unk"
OTU379,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium_17260,unk"
OTU464,"Fungi,Ascomycota,Eurotiomycetes,Onygenales"
OTU460,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Dioszegia_8042,unk"
OTU764,"Fungi,Basidiomycota,Agaricomycetes,Agaricales"
OTU559,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia_7847,unk"
OTU598,"Fungi,Ascomycota,Dothideomycetes,Dothideales"
OTU2811,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia_5169,unk"
OTU887,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae"
OTU2603,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae"
OTU3369,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae"
OTU856,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU386,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis_542894,unk"
OTU3834,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU425,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU542,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU567,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium_9257,unk"
OTU554,"Fungi,Ascomycota,dummy_class_Knufia"
OTU3127,"Fungi,Ascomycota,Pezizomycetes,Pezizales"
OTU354,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk"
OTU3536,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_restricta_437921"
OTU508,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae"
OTU4255,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae"
OTU2493,"Fungi,Ascomycota,unk"
OTU2355,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk"
OTU475,"Fungi,Ascomycota,Sordariomycetes"
OTU624,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU343,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk"
OTU3685,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales"
OTU545,"Fungi,unk"
OTU108,"Fungi,Ascomycota,unk"
OTU501,"Fungi,unk"
OTU2306,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU325,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk"
OTU566,"Fungi,unk"
OTU384,"Fungi,Ascomycota"
OTU510,"Fungi,Ascomycota"
OTU652,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae"
OTU694,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU569,"Fungi,Ascomycota,Dothideomycetes"
OTU580,"Fungi,Ascomycota,unk"
OTU539,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU582,"Fungi,unk"
OTU506,"Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus_3153,unk"
OTU521,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae"
OTU677,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU781,"Fungi,unk"
OTU534,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae"
OTU557,"Fungi,Ascomycota,Sordariomycetes,Xylariales"
OTU540,"Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys_7217,unk"
OTU1394,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk"
OTU536,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU490,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis_542894,unk"
OTU529,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae"
OTU546,"Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae"
OTU757,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae"
OTU575,"Fungi,Ascomycota,Dothideomycetes"
OTU620,"Fungi,Ascomycota,Eurotiomycetes,Onygenales"
OTU571,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae"
OTU878,"Fungi,Ascomycota,Sordariomycetes"
OTU292,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae"
OTU3880,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU457,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium_17260,unk"
OTU531,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU550,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU544,"Fungi,Ascomycota,dummy_class_Chaetospermum,dummy_order_Chaetospermum,dummy_family_Chaetospermum,Chaetospermum_7593,unk"
OTU2949,"Fungi,Ascomycota,unk"
OTU581,"Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Rhizochaete_28826,unk"
OTU664,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU660,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus_17332,unk"
OTU590,"Fungi,Ascomycota,unk"
OTU727,"Fungi,Ascomycota,Dothideomycetes,Pleosporales"
OTU3159,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU428,"Fungi,unk"
OTU861,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU562,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU4422,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Crepidotus_17403,unk"
OTU659,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk"
OTU3135,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU690,"Fungi,unk"
OTU516,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU480,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_8284,unk"
OTU284,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1495,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU503,"Fungi,Basidiomycota"
OTU701,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk"
OTU283,"Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Diplodia_8047,unk"
OTU3452,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU603,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Diademaceae,Comoclathris_1198,unk"
OTU565,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,unk"
OTU647,"Fungi,unk"
OTU3596,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU621,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU558,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU517,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU895,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phaeococcomyces_9294,unk"
OTU920,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrype_1504,unk"
OTU579,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU637,"Fungi,unk"
OTU696,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,Aspergillus_granulosus_284302"
OTU593,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU639,"Fungi,Ascomycota"
OTU839,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU763,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_globosa_437919"
OTU4544,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU572,"Fungi,Ascomycota,dummy_class_Xepicula,dummy_order_Xepicula,dummy_family_Xepicula,Xepicula_26431,unk"
OTU576,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU591,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae,Microsphaeropsis_8936,unk"
OTU783,"Fungi,unk"
OTU916,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU4282,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU673,"Fungi,unk"
OTU651,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU363,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,dummy_family_Trichothecium,Trichothecium_10303,unk"
OTU632,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella_3344,unk"
OTU608,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypella_1951,unk"
OTU519,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,Alternaria_sesami_292430"
OTU609,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk"
OTU1215,"Fungi,unk"
OTU160,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus_17332,unk"
OTU777,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma_17553,unk"
OTU613,"Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Phomopsis_9365,unk"
OTU596,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU1001,"Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Pseudoseptoria_9614,unk"
OTU2920,"Fungi,unk"
OTU616,"Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia_3626,unk"
OTU561,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,dummy_family_Hyalopus,Hyalopus_8580,unk"
OTU634,"Fungi,Ascomycota,Pezizomycetes,Pezizales,dummy_family_Oedocephalum,Oedocephalum_9138,unk"
OTU549,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,dummy_family_Myceliophthora,Myceliophthora_9013,unk"
OTU638,"Fungi,Ascomycota"
OTU548,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,Preussia_africana_501313"
OTU3508,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Kalaharituber_28933,unk"
OTU4150,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora_4284,unk"
OTU625,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora_9342,unk"
OTU650,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium_28528,Lecanicillium_tenuipes_484542"
OTU612,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU760,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU662,"Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia_28404,unk"
OTU676,"Fungi,Chytridiomycota"
OTU689,"Fungi,Ascomycota"
OTU597,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU599,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus_17956,unk"
OTU725,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia_9725,unk"
OTU365,"Fungi,Glomeromycota"
OTU3294,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU541,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU657,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma_2933,unk"
OTU927,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3253,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU681,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola_8566,unk"
OTU584,"Fungi,unk"
OTU3216,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3730,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3470,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU592,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU978,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Coniocessiaceae,Coniocessia_29049,unk"
OTU633,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia_808255,unk"
OTU602,"Fungi,unk"
OTU653,"Fungi,unk"
OTU702,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU947,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium_17260,unk"
OTU622,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella_18695,unk"
OTU658,"Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Sarcogyne_4850,unk"
OTU700,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,dummy_family_Catenulomyces,Catenulomyces_805312,unk"
OTU842,"Fungi,Glomeromycota"
OTU471,"Fungi,Ascomycota"
OTU492,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_8284,unk"
OTU4220,"Fungi,Ascomycota"
OTU489,"Fungi,unk"
OTU665,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_8284,unk"
OTU656,"Fungi,unk"
OTU811,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU422,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU4464,"Fungi,unk"
